Name,Brand,cluster,Notes
Gold Rose Oudh,Tiziana Terenzi,3,"['Bergamot', 'Fir', 'Ember', 'Sand accord', 'Rose', 'Patchouli', 'Black Pepper', 'Oudh', 'Amber', 'Sandalwood', 'Musk', 'Honey']"
Les Jeux Sont Faits,Jovoy Paris,3,"['Petitgrain', 'angelica', 'dried fruits', 'rum', 'gin', 'tobacco leaf', 'cumin', 'sandalwood', 'patchouli', 'vanilla', 'labdanum.']"
Coal,Andrea Maack Parfums,3,"['Sichuan pepper', 'pink pepper', 'juniper berry', 'cedar wood', 'papyrus', 'coal accord', 'sandalwood', 'patchouli and leather.']"
Gothic II - Perfume Oil,Loree Rodkin,5,"['Madagascar vanilla', 'nag champa', 'clove', 'incense', 'Tunisian patchouli', 'Indian patchouli']"
Gothic II -,Loree Rodkin,5,"['Madagascar vanilla', 'nag champa', 'clove', 'incense', 'Tunisian patchouli', 'Indian patchouli']"
Gothic I - Perfume Oil,Loree Rodkin,5,"['Vanilla pod', 'Madagascar vanilla', 'spice accord', 'Tunisian patchouli', 'Indian patchouli']"
Gothic I -,Loree Rodkin,5,"['Vanilla pod', 'Madagascar vanilla', 'spice accord', 'Tunisian patchouli', 'Indian patchouli']"
Gothic III - Perfume Oil,Loree Rodkin,1,"['White floral accord', 'amber', 'moss', 'meadow grass accord', 'musk']"
Gothic III -,Loree Rodkin,1,"['White floral accord', 'amber', 'moss', 'meadow grass accord', 'musk']"
Private Label,Jovoy Paris,3,"['Papyrus', 'vetiver', 'leather', 'patchouli', 'sandalwood', 'Cistus labdanum']"
La Liturgie des Heures,Jovoy Paris,3,"['Cypress', 'incense', 'olibanum', 'cistus', 'myrrh', 'musk']"
Psychedelique,Jovoy Paris,5,"['Citrus', 'rose', 'geranium', 'amber', 'patchouli', 'cistus labdanum', 'vanilla', 'musk']"
Ambre Premier,Jovoy Paris,5,"['Candied orange', 'rose', 'patchouli', 'amber', 'vanilla']"
Flash Back,Olfactive Studio,3,"['Rhubarb', 'grapefruit', 'orange', 'pink pepper', 'Granny Smith apple', 'vetiver', 'cedar', 'amber', 'musks.']"
Lumiere Blanche,Olfactive Studio,5,"['Cardamom', 'star anise', 'cinnamon', 'iris', 'almond milk', 'Cashmere wood', 'cedar', 'sandalwood', 'tonka bean', 'white musks']"
Autoportrait,Olfactive Studio,3,"['Bergamot', 'elemi', 'Siam benzoin', 'incense', 'musks', 'oak moss', 'cedar', 'vetiver']"
Chambre Noire,Olfactive Studio,3,"['Pink pepper', 'jasmine', 'papyrus (cypriol)', 'violet', 'incense', 'prune', 'sandalwood', 'patchouli', 'musk', 'vanilla', 'leather']"
Still Life,Olfactive Studio,3,"['Yuzu', 'elemi', 'pink pepper', 'black pepper', 'Sichuan pepper', 'star anise', 'galbanum', 'dark rum', 'cedar', 'Ambrox']"
Labdanum 18,Le Labo,1,"['Labdanum', 'tonka beans', 'vanilla', 'castoreum', 'patchouli.']"
Fleur D'Oranger 27,Le Labo,1,"['bergamot', 'petitgrain', 'grapefruit', 'amber', 'musk and vetiver']"
Neroli 36,Le Labo,1,"['neroli', 'mandarin orange', 'rose', 'jasmine', 'calone', 'musk', 'tonka bean', 'vanilla']"
Jasmin 17,Le Labo,1,"['Neroli', 'bigarade', 'jasmin', 'orange flower', 'amber', 'musk', 'sandalwood', 'vanilla']"
Vetiver 46,Le Labo,1,"['Bergamot', 'black pepper', 'clove', 'cedar', 'vetiver', 'labdanum', 'olibanum', 'gaiac wood', 'amber', 'and vanilla']"
Bergamote 22,Le Labo,1,"['bergamot', 'petitgrain', 'grapefruit', 'nutmeg', 'orange blossom', 'aspic', 'cedar', 'amber', 'musk and vetiver.']"
Oud Silk Mood -,Maison Francis Kurkdjian,4,"['Bulgarian rose', 'Camomille from Marocco', 'Oud from Laos', 'Papyrus']"
Flower of Immortality,By Kilian,1,"['White peach', 'blackcurrant bud', 'freesia', 'iris', 'rose crystal', 'vanilla', 'tonka bean', 'white musk.']"
Oud 27,Le Labo,4,"['Atlas cedar', 'incense', 'Patchouli', 'Saffron', 'Gaiac wood']"
Ambrette 9,Le Labo,1,"['Subtle floral notes', 'pear', 'apple', 'ambrette seeds']"
Iris 39,Le Labo,1,"['Iris', 'lime', 'patchouli', 'rose', 'ylang ylang', 'musk', 'violet', 'ginger', 'cardamom', 'and civet']"
Patchouli 24,Le Labo,1,"['Patchouli', 'birch tar', 'styrax', 'and vanilla']"
Aurore Nomade,The Different Company,2,"['Banana flower and star fruit accords', 'cinnamon', 'aquatic notes', 'nutmeg', 'rum', 'davana', 'fair-trade ylang-ylang from Madagascar', 'Egyptian geranium', 'clove', 'plumeria', 'indole', 'immortelle absolute', 'sandalwood', 'amber', 'vanilla', 'musk']"
La Fille de Berlin,Serge Lutens,1,"['Rose', 'violet', 'pink and black pepper', 'musk']"
La Route d'Emeraude,Isabey,1,"['Bergamot', 'Rose Cinnamon', 'sambac Jasmine', 'Maroc Jasmine Absolute', 'Orange Flower', 'Tuberose', 'Amber', 'Benzoin', 'Vanilla', 'Musk']"
Enchanted Forest,The Vagabond Prince,3,"['pink pepper', 'aldehydes', 'sweet orange', 'flower cassis', 'blackcurrant leaf', 'hawthorn', 'effects of rum and wine', 'rosemary', 'davana', 'blackcurrant buds absolute', 'CO2 blackcurrant', 'Russian coriander seed', 'honeysuckle', 'rose', 'carnation', 'vetiverm', 'opoponax', 'Siam benzoin', 'amber', 'oakmoss', 'fir balsam absolute', 'patchouli', 'castoreum', 'cedar notes', 'vanilla', 'musk.']"
Nero,Bruno Acampora,3,"['Citrus', 'saffron', 'cedar', 'patchouli', 'sandalwood', 'amber', 'musk']"
Prima T -,Bruno Acampora,1,"['Narcissus', 'violet', 'jasmine', 'rose', 'Galbanum', 'mandarine', 'Lily of the valley(Muguet)', 'Lily', 'Musk', 'Patchouly penang']"
Musc -,Bruno Acampora,1,"['Musk', 'Rose', 'Violet', 'Vanilla', 'Cloves', 'Amber', 'Sandalwood']"
Dark Purple,Montale,5,"['Plum', 'fresh orange', 'rose petals', 'geranium bourbon', 'patchouli', 'red fruit cocktail', 'grey amber', 'teak wood', 'white musk']"
Rosae Mundi,Profumum,1,"['Rose', 'patchouli', 'vetiver', 'cedar']"
Neroli,Le Labo,1,"['neroli', 'mandarin orange', 'rose', 'jasmine', 'calone', 'musk', 'tonka bean', 'vanilla']"
Opardu,Puredistance,1,"['Tuberose absolute', 'gardenia', 'Bulgarian rose', 'purple lilac', 'carnation', 'jasmine absolute', 'heliotrope', 'cedar wood']"
Santal,Le Labo,1,"['Australian sandalwood', 'cedarwood', 'cardamom', 'iris', 'violet', 'ambrox and leather accord Click Here For Ingredients Ã\x97Close Santal 33 Perfume Oil by Le Labo Ingredients Safflower oil base']"
Bergamote,Le Labo,1,"['bergamot', 'petitgrain', 'grapefruit', 'nutmeg', 'orange blossom', 'aspic', 'cedar', 'amber', 'musk and vetiver.']"
Patchouli,Le Labo,1,"['Patchouli', 'birch tar', 'styrax', 'and vanilla']"
Rose,Le Labo,1,"['Grasse rose', 'cumin', 'pepper', 'clove', 'nutmeg', 'olibanum', 'cedar', 'amber', 'gaiac wood', 'oud', 'cistus', 'vetiver and animalic notes']"
Jasmin,Le Labo,1,"['Neroli', 'bigarade', 'jasmin', 'orange flower', 'amber', 'musk', 'sandalwood', 'vanilla']"
Oud 27 Perfume,Le Labo,4,"['Atlas cedar', 'incense', 'Patchouli', 'Saffron', 'Gaiac wood']"
Ambrette,Le Labo,1,"['Subtle floral notes', 'pear', 'apple', 'ambrette seeds']"
Labdanum,Le Labo,1,"['Labdanum', 'tonka beans', 'vanilla', 'castoreum', 'patchouli.']"
Fleur D'Oranger,Le Labo,1,"['bergamot', 'petitgrain', 'grapefruit', 'amber', 'musk and vetiver']"
Vetiver,Le Labo,1,"['Bergamot', 'black pepper', 'clove', 'cedar', 'vetiver', 'labdanum', 'olibanum', 'gaiac wood', 'amber', 'and vanilla']"
Iris,Le Labo,1,"['Australian sandalwood', 'papyrus', 'cedarwood', 'cardamom', 'iris', 'violet', 'ambrox and leather accord']"
Lys,Le Labo,1,"['Jasmine', 'tuberose absolute', 'lily', 'warm woody notes', 'vanilla madagascar and musks']"
Black,Agonist,3,"['Incense', 'Thornbush Flower', 'Red Seaweed', 'Davana', 'Spanish Labdanum', 'Java Vetiver', 'Tobacco Flower', 'Incense', 'Cedarwood', 'Cypriol Nagarmotha', 'Patchouli', 'Black Amber', 'Madagascar Vanilla', 'Styrax', 'Indian Sandalwood']"
Vanilla Marble,Agonist,5,"['Vanilla Infusion', 'Persian Almond', 'Tiare Flower', 'Tropical Orchid', 'White Fig', 'Oriental Amber', 'Indonesian Patchouli', 'Australian Sandalwood', 'Madagascar Vanilla', 'Siam Benzoin', 'Tonka Bean']"
Tzora,Anat Fritz,3,"['Cassis', 'clary', 'bergamot', 'Peruvian pepper', 'magnolia', 'osmanthus', 'jasmine', 'cedarwood', 'vetiver', 'patchouly', 'musk', 'moss']"
Akkad,Lubin,3,"['Mandarin', 'bergamot', 'clary Sage', 'cardamom', 'elemi', 'frankincense', 'styrax', 'amber and cistus labdanum', 'vanilla and patchouli']"
Galaad,Lubin,3,"['Cardamom', 'cypress', 'rosemary', 'myrrh', 'honey', 'copahu balm', 'Agar oud', 'Atlas cedar', 'cipriol', 'blond Burley tobacco']"
Cuir Velours,Naomi Goodsir,5,"['Leather', 'tobacco', 'rum', 'cistus labdanum', 'incense', ""fleur d'immortelle""]"
Interlude Man,Amouage,3,"['Bergamot', 'Oregano', 'Pimento Berry Oil', 'Amber', 'Frankincense', 'Cistus', 'Opoponax', 'Leather', 'Agarwood Smoke', 'Patchouli', 'Sandalwood.']"
Interlude,Amouage,5,"['Bergamot', 'Grapefruit', 'Ginger', 'Tagete', 'Frankincense', 'Rose Absolute', 'Orange Blossom', 'Nut', 'Kiwi', 'Coffee', 'Honey', 'Opoponax', 'Vanilla', 'Benzoin', 'Amber', 'Sandalwood', 'Agarwood', 'Oakmoss', 'Leather', 'Tonka Beans', 'Musk']"
LiquidNight,A Lab on Fire,3,"['Bergamot', 'lime', 'saffron', 'sage', 'lavender', 'Hinoki wood', 'incense', 'vanilla', 'musk']"
Musc Intense,PARFUMS DE NICOLAI,1,"['Liqueur accord', 'Turkish Rose', 'Carnation and violet', 'Jasmine and rose absolutes.']"
Do Son -,Diptyque,1,unknown
Good Girl Gone Bad,By Kilian,1,"['Jasmin Sambac', 'osmanthus', 'rose', 'tuberose', 'narcissus', 'violet accord', 'plum accord', 'cedar wood', 'amber', 'patchouli', 'vetiver', 'musk']"
Forbidden Games,By Kilian,5,"['Apple', 'peach', 'plum', 'cinnamon', 'Bulgarian rose', 'geranium bourbon', 'jasmine', 'vanilla', 'honey', 'opoponax.']"
08 - Seylon,Odin,3,"['Yuzu', 'Bitter Orange', 'Bergamot', 'Nutmeg', 'Resinous Elemi', 'Wormwood', 'Benzoin', 'Damp Oakmoss', 'Vetiver']"
Amyris Pour Femme,Maison Francis Kurkdjian,3,"['Californian orange', 'Jamaican amyris', 'Florentine iris', 'Haitian vetiver', 'musky amber']"
Amyris Pour Homme,Maison Francis Kurkdjian,3,"['Moroccan rosemary', 'Sicilian mandarin', 'Jamaican Amyris', 'Florentine Iris', 'Brazilian Tonka bean absolute', 'modern woods']"
Santal Majuscule,Serge Lutens,5,"['Sandalwood', 'rose', 'cocoa', 'tonka bean']"
Route Du Vetiver,Maitre Parfumeur et Gantier,3,"['Blackcurrant', 'Leaf green', 'Aldehyde', 'Vetiver Bourbon', 'Precious Wood', 'Jasmine', 'Musk', 'Sandalwood']"
Vettiveru,Comme des Garcons: Cologne,3,"['vetiver', 'bergamot', 'neroli', 'white cedar']"
Citrico,Comme des Garcons: Cologne,3,"['bitter orange', 'bergamot', 'neroli', 'cedar', 'sandalwood', 'lemon']"
Anbar,Comme des Garcons: Cologne,3,"['amber', 'mandarin', 'carnation', 'musk']"
L'Ombre Dans L'Eau -,Diptyque,1,"['Black currant leaves', 'rose', 'musk']"
Un Bateau Pour Capri,Eau d'Italie,1,"['Peony', 'Freesia', 'Peach', 'Sambac Jasmine', 'Rosa Centifolia', 'Heliotrope', 'Solar Wood', 'Cedarwood', 'Musk']"
Rose,Atelier Cologne,4,"['Calabrian bergamot', 'Chinese ginger', 'Turkish rose', 'Somalian incense', 'Velvet oud', 'Indonesian patchouli', 'Indian papyrus', 'Laotian benjoin.']"
Mon Patchouly,Ramon Monegal,3,"['Indonesian patchouli', 'oak moss absolute', 'incense', 'bourbon geranium', 'Egyptian jasmine', 'and vegetal amber.']"
Agar Musk,Ramon Monegal,4,"['Arabian Agarwood', 'leather', 'nutmeg', 'vetiver', 'musk cocktail.']"
Kiss My Name,Ramon Monegal,1,"['Indian tuberose absolute', 'iris cedre', 'Egyptian jasmine absolute', 'Tunisian neroli', 'Tolu balsam']"
Cotton,Ramon Monegal,1,"['Rose wardia', 'royal gardenia', 'frankincense', 'vetiver', 'Madagascar vanilla', 'white musk']"
Entre Naranjos,Ramon Monegal,3,"['Tunisian orange flower', 'orange', 'petitgrain', 'neroli', 'amber', 'Indonesian patchouli.']"
Umbra,Ramon Monegal,3,"['Haitian vetyver root', 'Yugoslavian tree moss', 'Madagascan black pepper', 'bourbon geranium leaves', 'Canadian fir balsam', 'tonka haricot.']"
Un Coeur en Mai,Parfums MDCI,1,"['Hyacinth', 'lily of the valley', 'petitgrain', 'bergamot', 'Bulgarian rose', 'galbanum', 'black currant', 'melon', 'Moroccan mimosa', 'Bourbon geranium', 'black pepper', 'coriander', 'musk', 'precious woods']"
Tokyo Bloom,The Different Company,1,"['Galbanum', 'basil leaves', 'dandelion accord', 'blackcurrant bud', 'star jasmine', 'cyclamen', 'guaiac wood', 'musk', 'amber']"
Limon de Cordoza,The Different Company,3,"['Bitter orange', 'mandarin zest', 'mint leaves', 'neroli', 'freesia', 'patchouli', 'vetiver', 'guaiac wood']"
Agarwoud,HEELEY,4,"['Oud', 'Rose', 'Amber', 'Incense']"
Bubblegum Chic,HEELEY,1,"['Jasmine Sambac', 'Tuberose', 'White Musc', 'fruits']"
Chypre Palatin,Parfums MDCI,3,"['Green clementine', 'hyacinth', 'lavender', 'rose', 'jasmine', 'iris', 'benzoin', 'styrax', 'vanilla', 'castoreum', 'costus and leather accord']"
X for Women,Clive Christian,1,"['Peach', 'Sicilian mandarin', 'bergamot', 'rhubarb', 'and pineapple', 'Egyptian jasmine', 'rose', 'lily of the valley', 'orris', 'patchouli', 'cedarwood', 'vetiver', 'vanilla', 'and cashmere musk.']"
X for Men,Clive Christian,3,"['Bergamot', 'spices', 'cardamom', 'ginger', 'and juniper berry', 'sambac oil', 'jasmine hedione', 'pimento oil', 'orris', 'amber', 'vetiver oil', 'cedarwood', 'moss', 'cinnamon', 'and vanilla']"
1872 for Women,Clive Christian,1,"['Bergamot', 'tangerine', 'lemon', 'pineapple', 'blueberry', 'rosemary', 'rose de Mai', 'lily of the valley', 'jasmine', 'purple violet', 'freesia', 'cedarwood', 'sandalwood', 'patchouli', 'erogen musk', 'and moss.']"
No. 1 for Women,Clive Christian,2,"['Pineapple', 'plum', 'mirabelle', 'bergamot', 'lemon', 'and cardamom', 'rose', 'jasmine', 'ylang ylang', 'orris', 'orchid', 'vanilla', 'tonka seeds', 'cedarwood', 'sandalwood', 'musk', 'amber']"
No. 1 for Men,Clive Christian,2,"['Bergamot', 'lime', 'Sicilian mandarin', 'cardamom', 'nutmeg', 'thyme', 'lily of the valley', 'rose', 'jasmine', 'ylang ylang', 'heliotrope', 'cedarwood', 'sandalwood', 'vetiver', 'ambery woods', 'and vanilla.']"
1872 for Men,Clive Christian,3,"['Grapefruit', 'lime', 'bergamot', 'petit grain', 'black pepper', 'nutmeg', 'cyclamen', 'sage', 'freesia', 'tagete oil', 'jasmine', 'cedarwood', 'patchouli', 'olibanum', 'amber', 'and musk']"
Patchouli,Santa Maria Novella,3,unknown
Orange Blossom / Zagara Cologne,Santa Maria Novella,3,unknown
Pot Pourri Cologne,Santa Maria Novella,3,unknown
Musk / Muschio Cologne,Santa Maria Novella,3,unknown
Honeysuckle / Caprifoglio Cologne,Santa Maria Novella,3,unknown
Russian Cologne,Santa Maria Novella,3,unknown
Noir Patchouli,Histoires de Parfums,3,"['Patchouli', 'Coriander', 'Cardamom', 'Patchouli', 'Bunch of Flowers', 'Berries', 'Patchouli', 'Musk', 'Leather', 'Vanilla']"
Ambre 114,Histoires de Parfums,5,"['Thyme', 'Nutmeg', 'Rose', 'Geranium', 'Patchouli', 'Sandalwood', 'Cedar', 'Vetiver', 'Amber', 'Vanilla', 'Tonka Bean', 'Benzoin', 'Musk']"
1725 Casanova,Histoires de Parfums,3,"['Bergamot', 'Citrus', 'Grapefruit', 'Licorice', 'Lavender', 'Star Anise', 'Vanilla', 'Almond', 'Sandalwood', 'Cedar', 'Amber']"
1740 Marquis de Sade,Histoires de Parfums,3,"['Bergamot', 'Davana Sensualis', 'Patchouli', 'Coriander', 'Cardamom', 'Cedar', 'Birch', 'Labdanum', 'Leather', 'Vanilla', 'Elemi', 'Immortelle']"
1804 George Sand,Histoires de Parfums,1,"['Tahitian Gardenia', 'Corsica Peach', 'Hawaiian Pineapple', 'Clove', 'Nutmeg', 'Indian Jasmine', 'Lily of the Valley', 'Rose of Morocco', 'Sandalwood', 'Patchouli', 'Benzoin', 'Vanilla', 'White Musk']"
1828 Jules Verne,Histoires de Parfums,3,"['Grapefruit', 'Citrus', 'Tangerine', 'Eucalyptus', 'Nutmeg', 'Pepper', 'Cedar', 'Incense', 'Vetiver', 'Pinecone']"
Oud -,Maison Francis Kurkdjian,4,"['Elemi resin', 'saffron', 'Atlas cedar wood', 'patchouli', 'oud']"
Rose Pivoine,PARFUMS DE NICOLAI,1,"['Turkish rose', 'Peony', 'Geranium.']"
Bamboo Harmony,By Kilian,3,"['Bergamot', 'bigarade', 'neroli', 'white tea', 'mimosa', 'spices', 'MatÃ© Essence', 'fig', 'oak moss']"
S-ex,S-Perfume,1,"['bergamot', 'nutmeg', 'pepper', 'leather', 'jasmine', 'sandalwood', 'patchouli', 'birchwood']"
100% Love,S-Perfume,1,"['Valeriane', 'red currant', 'ivy leaves', 'Bulgarian rose', 'Turkish rose', 'musks', 'labdanum', 'cocoa']"
Oud Stars - Al Khatt,Xerjoff,4,"['Italian Bergamot', 'Jasmine Sambac', 'Cashmeran', 'Vanilla', 'Oakmoss', 'Laos Benzoin', 'Oud Loas']"
Oud Stars - Mamluk,Xerjoff,4,"['Italian Bergamot', 'Honey', 'caramel Accord', 'Jasmine Garndiflorum', 'Osmanthus', 'Laos Benzoin', 'Vanilla MAdagascar', 'Indian Oud', 'Crystal Musks', 'Amber']"
Oud Stars - Gao,Xerjoff,4,"['A Blend of Spanish Saffron with a touch of Iranian Saffron', 'Gurjum', 'Bois de Cade', 'Nagarmotha', 'Indonesian Patchouly', 'Amber', 'a Blend of Thai Pratchin Oud with Oud Laos (Udomsai)']"
Oud Stars - Fars,Xerjoff,4,"['Italian Bergamot', 'French Lavender', 'cade', 'Egyptian Geranium', 'Jasmine Absolute', 'Cedar Atlas', 'Amber', 'Santalwood', 'Patchouly', 'Haiti Vetyver', 'Indian Nagarmotha']"
Francois Charles,Rance,3,"['Basil', 'Cardamom', 'Lavendar', 'Bergamot', 'Calabrian Lemon', 'Thyme', 'Ginger', 'Geranium', 'Carnation', 'Jasmine', 'Virginia Cedar', 'Florentine Iris', 'Ambergris', 'Leather', 'Musk']"
Le Vainqueur,Rance,3,"['Grapefuit', 'Bergamot', 'Ginger', 'Melon', 'Watermelon', 'Italian Mandarin', 'Lavender', 'Geranium', 'Lily of the Valley', 'Nutmeg', 'Calabrian Jasmine', 'Sandalwood', 'Vetiver', 'Florentine Iris', 'Leather', 'Ambergris', 'Musk']"
Le Roi Empereur,Rance,3,"['Lavender', 'orange flower', 'anise', 'cardamom', 'violet', 'iris', 'amber', 'leather', 'cinnamon', 'cedar', 'musk']"
Fils de Dieu,Etat Libre d'Orange,3,"['Ginger', 'coriander leaves', 'lime', 'shiso', 'bergamot', 'Jungle Essence coconut', 'rice note', 'Jungle Essence cardamom', 'jasmine', 'cinnamon', 'French May rose', 'tonka bean', 'vetiver', 'musk', 'amber', 'leather', 'castoreum.']"
Bijou Romantique,Etat Libre d'Orange,2,"['Bergamot', 'Italian lemon', 'pink pepper essence', 'ylang-ylang', 'clary sage', 'Tuscan iris', 'Jungle Essence coconut', 'Haitian vetiver', 'patchouli', 'benzoin', 'vanilla.']"
Precious Oud,Van Cleef & Arpels,4,"['bergamot', 'pink pepper', 'incense', 'jasmine', 'tuberose', 'patchouli', 'oud', 'sandalwood', 'vetiver and ambergris']"
Dark,Andrea Maack Parfums,1,"['Yellow mandarin', 'pink berries', 'petitgrain', 'lemon tree', 'aldehydes', 'rose', 'metal', 'green apple ambergris', 'orange blossom', 'virginia cedarwood.']"
What We Do In Paris Is Secret,A Lab on Fire,5,"['Bergamot', 'honey', 'lychee', 'Turkish rose essence', 'tonka bean', 'vanilla', 'heliotrope', 'tolu', 'sandalwood', 'ambergris', 'musks']"
Sombre Negra,YOSH,3,"['Vetiver', 'patchouli', 'cedar', 'olibanum', 'pink pepperberry and black peppercorn', 'clove', 'juniper', 'citrus', 'nutmeg', 'cumin', 'tonka and orris root']"
Geisha Rouge -,Aroma M,5,"['Tonka bean', 'tobacco', 'vanilla', 'sandalwood', 'cinnamon', 'star of anise', 'clove']"
Pluie de Soleil,Phaedon,3,"['Bergamot', 'lemon', 'freesia', 'strawberry', 'pineapple', 'sandalwood', 'musk']"
Eau Rose,Diptyque,1,"['Bergamot', 'black currant', 'Centofilia and Damask rose', 'white musk', 'cedar']"
Dolce Acqua,Profumum,5,"['Coconut', 'heliotrope', 'almond', 'vanilla', 'tonka bean']"
Eccelso,Profumum,3,"['Bergamot', 'nutmeg', 'magnolia', 'Mysore sandalwood', 'musk', 'patchouli', 'labdanum resin']"
07 Tanoke,Odin,3,"['Ginger', 'Bitter Orange', 'Black Pepper', 'Gaiacwood', 'Smoky Incense', 'Nutmeg', 'Redwood', 'Patchouli', 'Black Musk']"
Bluff,Lubin,3,"['Lime', 'bergamot', 'nutmeg', 'cinnamon', 'clary sage', 'iris', 'kola nut', 'vetiver cedar', 'patchouli', 'sandalwood', 'vanilla.']"
Figaro,Lubin,3,"['Grapefruit', 'bergamot', 'pink peppercorns', 'marine pine', 'fig and apple', 'damson', 'coriander leaves', 'clover', 'essence of vetiver', 'styrax', 'sandalwood', 'tonka bean.']"
Itasca,Lubin,3,"['Neroli', 'Marigold', 'Mandarin', 'Juniper Berry and Grapefruit', 'Clove', 'Tonka Bean', 'Clary Sage', 'Nutmeg', 'Geranium Flower', 'Itasca Red Pine (pinus resinosa)', 'Java Vetiver and Texan Cedar', 'Partak Incense', 'Ethiopian Myrrh', 'Amber and Canadian Fir Balsam']"
Sacrebleu Intense,PARFUMS DE NICOLAI,5,"['Mandarin orange and red berries', 'carnation', 'tuberose', 'cinnamon and jasmine', 'peru balsam', 'sandalwood', 'tonka bean and patchouli.']"
